C00629618|N|TER|P|201701230300133512|15C|IND|PEREZ, JOHN A|LOS ANGELES|CA|90017|PRINCIPAL|DOUBLE NICKEL ADVISORS|1032017|40|H6CA34245|SA01251735122|1141239|||2012520171368850783
C00460053|N|M769|P|201702039042411661|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|1776324783|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|382017|785245||PR2283904845817|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370030106
C00663469|N|M770|P|201702039042411662|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|3662136760|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|422017|20077||PR2283904845818|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370030107
C00184757|N|M771|P|201702039042411663|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|8068020049|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|282017|259321||PR2283904845819|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370030108
C00184757|N|M772|P|201702039042411664|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|9711686068|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|142017|773546||PR2283904845820|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370030109
C00684488|N|M773|P|201702039042411665|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|9717316132|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|282017|122068||PR2283904845821|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370030110
C00663469|N|M774|P|201702039042411666|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|9841194094|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|212017|480276||PR2283904845822|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370030111
C00468289|N|M775|P|201702039042411667|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|5362222291|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|272017|417727||PR2283904845823|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370030112
C00644445|N|M776|P|201702039042411668|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|5304639471|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|262017|404716||PR2283904845824|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370030113
C00460053|N|M777|P|201702039042411669|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|158029896|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|312017|271649||PR2283904845825|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370030114
C00516557|N|M778|P|201702039042411670|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|3212050477|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|372017|959326||PR2283904845826|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370030115
C00384818|N|M779|P|201702039042411671|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|7333863592|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|292017|232549||PR2283904845827|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370030116
C00663469|N|M780|P|201702039042411672|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|6601488718|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|322017|587247||PR2283904845828|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370030117
C00629618|N|M781|P|201702039042411673|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|4831019720|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|82017|703479||PR2283904845829|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370030118
C00384818|N|M782|P|201702039042411674|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|2036092818|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|302017|567610||PR2283904845830|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370030119
C00129747|N|M783|P|201702039042411675|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|8400158774|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|372017|920702||PR2283904845831|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370030120
C00258498|N|M784|P|201702039042411676|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|49601754|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|272017|253439||PR2283904845832|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370030121
C00629618|N|M785|P|201702039042411677|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|3229616994|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|322017|841954||PR2283904845833|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370030122
C00460053|N|M786|P|201702039042411678|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|5328178918|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|332017|693581||PR2283904845834|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370030123
C00408612|N|M787|P|201702039042411679|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|4813838670|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|322017|910516||PR2283904845835|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370030124
C00460053|N|M788|P|201702039042411680|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|1855876936|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|272017|488557||PR2283904845836|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370030125
C00684488|N|M789|P|201702039042411681|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|5150067944|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|162017|442601||PR2283904845837|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370030126
C00460053|N|M790|P|201702039042411682|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|2243311960|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|92017|770221||PR2283904845838|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370030127
C00258498|N|M791|P|201702039042411683|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|9550995770|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|212017|550935||PR2283904845839|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370030128
C00644445|N|M792|P|201702039042411684|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|8512187954|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|342017|920613||PR2283904845840|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370030129
C00153061|N|M793|P|201702039042411685|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|244194822|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|182017|259301||PR2283904845841|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370030130
C00460053|N|M794|P|201702039042411686|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|4161017953|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|242017|709647||PR2283904845842|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370030131
C00759657|N|M795|P|201702039042411687|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|6636905807|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|102017|208134||PR2283904845843|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370030132
C00516557|N|M796|P|201702039042411688|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|9361295312|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|172017|947109||PR2283904845844|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370030133
C00177436|N|M797|P|201702039042411689|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|5582413805|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|362017|11020||PR2283904845845|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370030134
C00159964|N|M798|P|201702039042411690|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|4630179197|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|312017|133765||PR2283904845846|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370030135
C00307661|N|M799|P|201702039042411691|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|3395076840|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|172017|541738||PR2283904845847|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370030136
C00184757|N|M800|P|201702039042411692|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|4827854849|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|182017|440785||PR2283904845848|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370030137
C00408612|N|M801|P|201702039042411693|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|713709157|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|102017|841120||PR2283904845849|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370030138
C00490358|N|M802|P|201702039042411694|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|8401293879|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|122017|236881||PR2283904845850|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370030139
C00727373|N|M803|P|201702039042411695|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|872697662|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|252017|796825||PR2283904845851|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370030140
C00460053|N|M804|P|201702039042411696|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|4534822248|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|352017|268837||PR2283904845852|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370030141
C00460053|N|M805|P|201702039042411697|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|7257522736|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|62017|615671||PR2283904845853|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370030142
C00684488|N|M806|P|201702039042411698|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|8400349690|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|352017|42928||PR2283904845854|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370030143
C00153061|N|M807|P|201702039042411699|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|8525428528|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|262017|460524||PR2283904845855|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370030144
C00129747|N|M808|P|201702039042411700|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|6683736620|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|242017|371160||PR2283904845856|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370030145
C00258498|N|M809|P|201702039042411701|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|6674412762|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|32017|529230||PR2283904845857|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370030146
C00153061|N|M810|P|201702039042411702|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|8687728352|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|222017|965492||PR2283904845858|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370030147
C00129747|N|M811|P|201702039042411703|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|9137273668|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|162017|613536||PR2283904845859|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370030148
C00516557|N|M812|P|201702039042411704|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|3798013117|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|302017|273087||PR2283904845860|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370030149
C00184757|N|M813|P|201702039042411705|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|5535542657|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|302017|577385||PR2283904845861|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370030150
C00663469|N|M814|P|201702039042411706|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|2197707713|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|92017|943051||PR2283904845862|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370030151
C00663469|N|M815|P|201702039042411707|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|3906132897|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|122017|757037||PR2283904845863|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370030152
C00384818|N|M816|P|201702039042411708|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|211651029|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|152017|756709||PR2283904845864|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370030153
C00759657|N|M817|P|201702039042411709|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|2347950965|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|322017|514931||PR2283904845865|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370030154
C00184757|N|M818|P|201702039042411710|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|4368380644|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|192017|4889||PR2283904845866|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370030155
C00759657|N|M819|P|201702039042411711|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|5643465533|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|372017|814403||PR2283904845867|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370030156
C00177436|N|M820|P|201702039042411712|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|3531478331|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|282017|982247||PR2283904845868|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370030157
C00307661|N|M821|P|201702039042411713|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|3790982821|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|122017|946859||PR2283904845869|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370030158
C00151609|N|M822|P|201702039042411714|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|7649004990|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|262017|924852||PR2283904845870|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370030159
C00151609|N|M823|P|201702039042411715|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|116429352|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|292017|394899||PR2283904845871|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370030160
C00408612|N|M824|P|201702039042411716|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|5709212121|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|282017|637089||PR2283904845872|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370030161
C00490358|N|M825|P|201702039042411717|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|1080829638|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|72017|196427||PR2283904845873|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370030162
C00184757|N|M826|P|201702039042411718|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|7310964846|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|422017|640678||PR2283904845874|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370030163
C00727373|N|M827|P|201702039042411719|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|1703327427|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|362017|262884||PR2283904845875|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370030164
C00759657|N|M828|P|201702039042411720|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|9330272347|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|322017|694979||PR2283904845876|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370030165
C00151609|N|M829|P|201702039042411721|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|9103761055|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|252017|560375||PR2283904845877|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370030166
C00516557|N|M830|P|201702039042411722|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|5990719688|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|142017|355843||PR2283904845878|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370030167
C00759657|N|M831|P|201702039042411723|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|9738593696|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|142017|281312||PR2283904845879|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370030168
C00644445|N|M832|P|201702039042411724|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|1259644104|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|362017|91468||PR2283904845880|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370030169
C00759657|N|M833|P|201702039042411725|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|1945230295|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|42017|495939||PR2283904845881|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370030170
C00468289|N|M834|P|201702039042411726|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|2957470453|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|92017|698898||PR2283904845882|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370030171
C00258498|N|M835|P|201702039042411727|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|6190793490|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|222017|892240||PR2283904845883|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370030172
C00684488|N|M836|P|201702039042411728|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|8880555351|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|342017|64155||PR2283904845884|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370030173
C00177436|N|M837|P|201702039042411729|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|8490429714|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|112017|187632||PR2283904845885|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370030174
C00151609|N|M838|P|201702039042411730|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|4225197824|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|282017|992032||PR2283904845886|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370030175
C00177436|N|M839|P|201702039042411731|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|3647321793|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|162017|459758||PR2283904845887|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370030176
C00490358|N|M840|P|201702039042411732|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|3820308974|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|282017|67335||PR2283904845888|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370030177
C00153061|N|M841|P|201702039042411733|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|883836688|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|222017|813830||PR2283904845889|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370030178
C00153061|N|M842|P|201702039042411734|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|1318269047|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|92017|576082||PR2283904845890|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370030179
C00468289|N|M843|P|201702039042411735|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|4972211995|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|322017|532176||PR2283904845891|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370030180
C00177436|N|M844|P|201702039042411736|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|4277723759|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|332017|50581||PR2283904845892|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370030181
C00307661|N|M845|P|201702039042411737|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|6808314892|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|232017|674014||PR2283904845893|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370030182
C00159964|N|M846|P|201702039042411738|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|9751615049|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|242017|253499||PR2283904845894|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370030183
C00129747|N|M847|P|201702039042411739|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|2458277329|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|332017|280548||PR2283904845895|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370030184
C00177436|N|M848|P|201702039042411740|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|9850561792|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|162017|489417||PR2283904845896|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370030185
C00129747|N|M849|P|201702039042411741|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|3781540627|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|162017|147108||PR2283904845897|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370030186
C00153061|N|M850|P|201702039042411742|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|3101194899|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|262017|243754||PR2283904845898|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370030187
C00408612|N|M851|P|201702039042411743|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|4812522260|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|242017|39498||PR2283904845899|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370030188
C00629618|N|M852|P|201702039042411744|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|2106423834|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|292017|873612||PR2283904845900|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370030189
C00153061|N|M853|P|201702039042411745|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|9965495757|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|282017|229652||PR2283904845901|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370030190
C00153061|N|M854|P|201702039042411746|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|4916985031|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|102017|597457||PR2283904845902|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370030191
C00159964|N|M855|P|201702039042411747|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|4893920531|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|312017|14056||PR2283904845903|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370030192
C00460053|N|M856|P|201702039042411748|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|49036326|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|422017|394767||PR2283904845904|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370030193
C00629618|N|M857|P|201702039042411749|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|1346877053|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|352017|149634||PR2283904845905|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370030194
C00159964|N|M858|P|201702039042411750|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|8670780417|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|372017|785942||PR2283904845906|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370030195
C00490358|N|M859|P|201702039042411751|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|9765020628|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|172017|822636||PR2283904845907|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370030196
C00151609|N|M860|P|201702039042411752|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|2102720961|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|142017|329747||PR2283904845908|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370030197
C00307661|N|M861|P|201702039042411753|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|9569381852|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|182017|267621||PR2283904845909|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370030198
C00490358|N|M862|P|201702039042411754|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|5432437061|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|372017|172363||PR2283904845910|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370030199
C00663469|N|M863|P|201702039042411755|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|7324168726|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|182017|621483||PR2283904845911|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370030200
C00307661|N|M864|P|201702039042411756|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|5270679613|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|192017|90138||PR2283904845912|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370030201
C00153061|N|M865|P|201702039042411757|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|8185900581|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|112017|161390||PR2283904845913|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370030202
C00759657|N|M866|P|201702039042411758|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|33033227|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|322017|278301||PR2283904845914|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370030203
C00129747|N|M867|P|201702039042411759|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|552456113|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|232017|99867||PR2283904845915|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370030204
C00307661|N|M868|P|201702039042411760|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|7718710391|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|202017|100300||PR2283904845916|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370030205
C00184757|N|M869|P|201702039042411761|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|7646660742|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|292017|443609||PR2283904845917|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370030206
C00408612|N|M870|P|201702039042411762|15|IND|FOLEY, JOSEPH|FALMOUTH|ME|9100276093|UNUM|SVP, CORP MKTG & PUBLIC RELAT.|352017|186707||PR2283904845918|1147350||P/R DEDUCTION ($192.00 BI-WEEKLY)|4020820171370030207
